,O,H,L,C,V,date
1023,9287.04,9298.74,9178.88,9231.22,1887.363792,2020-07-11 02:00:00
1024,9231.22,9349.8,9156.96,9301.96,2524.40515,2020-07-12 02:00:00
1025,9301.96,9340.0,9197.44,9235.92,3666.962869,2020-07-13 02:00:00
1026,9235.91,9274.61,9106.11,9253.41,3368.658475,2020-07-14 02:00:00
1027,9253.42,9272.66,9151.22,9187.9,3103.904675,2020-07-15 02:00:00
1028,9187.97,9216.91,9031.87,9127.31,3793.180246,2020-07-16 02:00:00
1029,9127.34,9177.2,9078.43,9151.61,2580.002536,2020-07-17 02:00:00
1030,9151.57,9210.73,9120.46,9172.42,2158.988958,2020-07-18 02:00:00
1031,9172.31,9235.0,9102.3,9211.93,2575.055822,2020-07-19 02:00:00
1032,9211.53,9223.04,9129.49,9162.54,3610.202901,2020-07-20 02:00:00
1033,9162.51,9438.0,9153.48,9396.79,4844.667278,2020-07-21 02:00:00
1034,9396.79,9563.06,9277.67,9532.6,4988.502125,2020-07-22 02:00:00
1035,9532.19,9676.62,9449.11,9613.95,6130.665443,2020-07-23 02:00:00
1036,9613.81,9647.48,9474.98,9550.42,6338.365278,2020-07-24 02:00:00
1037,9550.41,9747.18,9535.46,9710.08,6158.644522,2020-07-25 02:00:00
1038,9710.16,10170.7,9659.05,9939.36,10394.83725,2020-07-26 02:00:00
1039,9939.38,11420.86,9931.61,11050.92,21488.792295,2020-07-27 02:00:00
1040,11050.92,11262.77,10577.0,10925.77,14908.004444,2020-07-28 02:00:00
1041,10925.48,11352.63,10850.0,11111.67,9473.723315,2020-07-29 02:00:00
1042,11111.67,11187.91,10828.27,11109.09,8820.895838,2020-07-30 02:00:00
1043,11109.16,11458.39,10968.53,11352.64,9253.304855,2020-07-31 02:00:00
1044,11352.34,11883.03,11235.0,11815.45,12562.623644,2020-08-01 02:00:00
1045,11815.91,12120.69,10540.74,11071.15,14868.67785,2020-08-02 02:00:00
1046,11071.52,11482.96,10935.33,11229.96,7278.517523,2020-08-03 02:00:00
1047,11230.17,11424.2,11009.82,11197.44,8853.907605,2020-08-04 02:00:00
1048,11197.83,11797.0,11090.0,11756.82,8907.69741,2020-08-05 02:00:00
1049,11756.98,11913.01,11574.15,11771.4,7669.319543,2020-08-06 02:00:00
1050,11771.25,11920.0,11327.7,11605.37,8444.213843,2020-08-07 02:00:00
1051,11606.02,11818.52,11524.24,11769.85,4879.676433,2020-08-08 02:00:00
1052,11769.85,11808.49,11531.92,11688.44,5370.785333,2020-08-09 02:00:00
1053,11688.45,12079.67,11525.0,11901.25,8346.087722,2020-08-10 02:00:00
1054,11901.15,11941.15,11121.38,11385.73,10365.242122,2020-08-11 02:00:00
1055,11385.97,11627.38,11145.0,11567.18,7153.849603,2020-08-12 02:00:00
1056,11567.18,11805.35,11277.17,11794.79,7861.039737,2020-08-13 02:00:00
1057,11794.8,11860.74,11652.74,11773.55,6595.921524,2020-08-14 02:00:00
1058,11773.55,11991.83,11688.5,11859.31,6825.133905,2020-08-15 02:00:00
1059,11859.22,11939.15,11687.55,11915.38,4615.697838,2020-08-16 02:00:00
1060,11915.4,12482.2,11774.56,12295.87,9064.202232,2020-08-17 02:00:00
1061,12295.08,12400.0,11811.26,11954.07,8855.678795,2020-08-18 02:00:00
1062,11954.07,12024.52,11568.08,11757.13,9044.159375,2020-08-19 02:00:00
1063,11756.7,11889.04,11671.3,11861.39,5146.692745,2020-08-20 02:00:00
1064,11861.19,11884.03,11486.15,11528.88,8148.887549,2020-08-21 02:00:00
1065,11528.88,11689.97,11372.6,11669.87,5614.030649,2020-08-22 02:00:00
1066,11669.64,11719.15,11520.0,11651.37,4270.837864,2020-08-23 02:00:00
1067,11651.37,11829.25,11592.02,11749.98,5516.325039,2020-08-24 02:00:00
1068,11749.96,11767.86,11114.92,11322.05,8807.880897,2020-08-25 02:00:00
1069,11322.02,11548.08,11250.44,11467.49,6244.919313,2020-08-26 02:00:00
1070,11467.49,11595.28,11122.45,11328.5,9197.907005,2020-08-27 02:00:00
1071,11328.75,11548.0,11278.42,11532.37,6259.284958,2020-08-28 02:00:00
1072,11532.37,11584.55,11413.48,11469.17,4807.685689,2020-08-29 02:00:00
1073,11469.16,11717.31,11462.31,11711.1,4018.28432,2020-08-30 02:00:00
1074,11711.37,11790.0,11575.65,11653.66,5687.766346,2020-08-31 02:00:00
1075,11653.65,12062.69,11526.52,11923.74,9077.239159,2020-09-01 02:00:00
1076,11923.74,11954.16,11152.26,11395.71,12728.720674,2020-09-02 02:00:00
1077,11395.71,11476.18,9972.55,10146.86,17071.30555,2020-09-03 02:00:00
1078,10146.9,10630.0,9900.0,10454.94,13503.699808,2020-09-04 02:00:00
1079,10454.94,10568.82,9824.1,10166.07,13546.977469,2020-09-05 02:00:00
1080,10166.47,10350.0,9994.81,10256.89,7861.285186,2020-09-06 02:00:00
1081,10256.89,10408.3,9875.0,10373.32,8992.790121,2020-09-07 02:00:00
1082,10374.02,10438.77,9844.04,10123.64,11058.61181,2020-09-08 02:00:00
1083,10123.84,10347.1,9976.28,10221.79,5779.305586,2020-09-09 02:00:00
1084,10221.65,10487.79,10214.8,10340.34,8073.601892,2020-09-10 02:00:00
1085,10340.17,10402.04,10199.53,10392.25,6010.62665,2020-09-11 02:00:00
1086,10392.11,10477.67,10271.02,10440.74,3771.518917,2020-09-12 02:00:00
1087,10440.93,10581.05,10211.34,10332.3,4771.247274,2020-09-13 02:00:00
1088,10332.4,10747.46,10244.14,10676.2,9009.835768,2020-09-14 02:00:00
1089,10676.2,10930.0,10611.97,10783.09,7672.119849,2020-09-15 02:00:00
1090,10783.09,11095.24,10660.54,10953.89,7705.136318,2020-09-16 02:00:00
1091,10953.47,11045.44,10746.53,10941.82,6065.572751,2020-09-17 02:00:00
1092,10941.83,11040.46,10810.47,10934.8,5198.706715,2020-09-18 02:00:00
1093,10934.79,11181.07,10888.09,11080.75,3401.197325,2020-09-19 02:00:00
1094,11080.85,11080.85,10755.87,10916.66,4379.686431,2020-09-20 02:00:00
1095,10916.68,10987.75,10290.96,10414.57,8370.327864,2020-09-21 02:00:00
1096,10414.83,10572.88,10356.09,10528.77,5575.319531,2020-09-22 02:00:00
1097,10528.78,10536.97,10133.56,10237.57,6141.509609,2020-09-23 02:00:00
1098,10237.63,10796.63,10191.16,10738.81,8401.012178,2020-09-24 02:00:00
1099,10738.8,10765.0,10555.59,10691.01,7004.966261,2020-09-25 02:00:00
1100,10691.01,10824.16,10651.0,10729.62,3123.751039,2020-09-26 02:00:00
1101,10729.73,10799.99,10593.72,10774.39,3304.170155,2020-09-27 02:00:00
1102,10773.91,10954.81,10630.47,10692.83,5812.008928,2020-09-28 02:00:00
1103,10692.61,10863.62,10635.72,10839.1,5235.692884,2020-09-29 02:00:00
1104,10839.08,10847.62,10661.54,10775.29,5494.34425,2020-09-30 02:00:00
1105,10775.59,10927.66,10440.0,10616.08,7406.474082,2020-10-01 02:00:00
1106,10615.97,10661.12,10374.55,10571.16,7137.232107,2020-10-02 02:00:00
1107,10571.17,10604.98,10494.83,10544.79,2322.770709,2020-10-03 02:00:00
1108,10544.67,10694.91,10520.59,10669.49,2845.956384,2020-10-04 02:00:00
1109,10669.08,10800.0,10620.39,10793.1,3248.214779,2020-10-05 02:00:00
1110,10793.1,10801.47,10522.08,10596.59,6212.074071,2020-10-06 02:00:00
1111,10596.6,10680.19,10546.94,10667.35,3433.254707,2020-10-07 02:00:00
1112,10666.76,10955.14,10532.9,10928.65,5623.704445,2020-10-08 02:00:00
1113,10928.16,11108.55,10826.65,11056.07,4674.702128,2020-10-09 02:00:00
1114,11056.07,11495.0,11054.9,11299.03,5423.626968,2020-10-10 02:00:00
1115,11299.02,11444.88,11276.76,11371.42,4213.330001,2020-10-11 02:00:00
1116,11371.42,11725.91,11176.08,11534.33,7427.38166,2020-10-12 02:00:00
1117,11534.33,11561.47,11311.92,11423.7,6647.586512,2020-10-13 02:00:00
1118,11423.78,11551.11,11288.88,11423.82,4841.579943,2020-10-14 02:00:00
1119,11423.82,11625.3,11253.41,11508.92,6070.919513,2020-10-15 02:00:00
1120,11509.15,11546.66,11198.09,11324.19,6479.689512,2020-10-16 02:00:00
1121,11324.23,11409.98,11263.88,11364.2,2392.335203,2020-10-17 02:00:00
1122,11364.2,11513.98,11350.0,11507.76,2476.040087,2020-10-18 02:00:00
1123,11508.12,11840.0,11413.72,11756.61,5819.248888,2020-10-19 02:00:00
1124,11756.69,12049.0,11682.19,11919.63,7563.538719,2020-10-20 02:00:00
1125,11919.65,13246.54,11898.3,12810.5,13366.596111,2020-10-21 02:00:00
1126,12809.5,13204.08,12700.0,12984.4,9610.018536,2020-10-22 02:00:00
1127,12986.36,13033.32,12732.33,12935.42,6348.538845,2020-10-23 02:00:00
1128,12935.31,13177.64,12882.04,13124.86,3434.946475,2020-10-24 02:00:00
1129,13124.85,13366.78,12888.05,13041.86,4365.580024,2020-10-25 02:00:00
1130,13041.98,13250.0,12775.48,13067.01,6374.893472,2020-10-26 01:00:00
1131,13067.0,13798.7,13055.4,13644.77,8235.939105,2020-10-27 01:00:00
1132,13644.77,13865.04,12891.18,13270.0,9867.783015,2020-10-28 01:00:00
1133,13270.71,13650.0,12974.0,13464.57,8811.9174,2020-10-29 01:00:00
1134,13464.57,13678.07,13118.0,13569.51,8725.736858,2020-10-30 01:00:00
1135,13569.55,14100.0,13421.75,13803.15,7577.270968,2020-10-31 01:00:00
1136,13802.94,13905.69,13627.71,13768.97,3886.423541,2020-11-01 01:00:00
1137,13769.1,13839.07,13208.9,13563.0,8299.051763,2020-11-02 01:00:00
1138,13563.0,14073.57,13293.77,14030.64,9085.253978,2020-11-03 01:00:00
1139,14030.71,14279.03,13535.39,14159.15,13678.82558,2020-11-04 01:00:00
1140,14159.16,15778.99,14110.03,15612.81,15926.238992,2020-11-05 01:00:00
1141,15613.9,15982.85,15190.0,15599.89,17081.166847,2020-11-06 01:00:00
1142,15599.88,15774.99,14344.88,14835.97,13736.321248,2020-11-07 01:00:00
1143,14834.35,15670.0,14720.16,15488.13,8637.39712,2020-11-08 01:00:00
1144,15487.73,15854.28,14817.58,15341.03,15401.822479,2020-11-09 01:00:00
1145,15342.15,15472.0,15090.0,15313.17,9806.235968,2020-11-10 01:00:00
1146,15313.16,16000.0,15289.99,15700.26,11495.359672,2020-11-11 01:00:00
1147,15700.44,16357.5,15462.59,16310.75,15088.425229,2020-11-12 01:00:00
1148,16310.65,16492.64,15965.0,16338.89,10428.899529,2020-11-13 01:00:00
1149,16338.89,16342.5,15716.66,16081.42,8349.390268,2020-11-14 01:00:00
1150,16081.7,16173.09,15787.98,15968.15,6200.234315,2020-11-15 01:00:00
1151,15968.51,16890.0,15880.0,16720.0,10126.182107,2020-11-16 01:00:00
1152,16719.99,17877.42,16564.1,17678.08,15950.092475,2020-11-17 01:00:00
1153,17677.82,18495.86,17239.62,17791.08,21447.758132,2020-11-18 01:00:00
1154,17791.08,18192.69,17352.05,17821.41,11704.827274,2020-11-19 01:00:00
1155,17821.41,18848.33,17759.09,18670.93,12822.596979,2020-11-20 01:00:00
1156,18670.84,18983.17,18340.0,18717.9,11451.125148,2020-11-21 01:00:00
1157,18719.01,18768.5,17628.44,18435.63,13558.920865,2020-11-22 01:00:00
1158,18435.63,18775.0,18010.2,18385.0,12401.642436,2020-11-23 01:00:00
1159,18384.71,19436.33,18017.72,19175.26,17097.531922,2020-11-24 01:00:00
1160,19175.25,19499.0,18451.73,18724.73,13357.919288,2020-11-25 01:00:00
1161,18724.38,18914.41,16194.47,17157.34,30186.56008,2020-11-26 01:00:00
1162,17157.79,17464.5,16444.68,17146.41,14575.204039,2020-11-27 01:00:00
1163,17146.83,17897.48,16872.79,17735.55,9448.876964,2020-11-28 01:00:00
1164,17735.0,18360.0,17534.19,18195.48,7394.004407,2020-11-29 01:00:00
1165,18195.49,19881.56,18195.49,19700.79,16511.384477,2020-11-30 01:00:00
1166,19700.79,19892.85,18080.0,18776.69,20473.697346,2020-12-01 01:00:00
1167,18776.5,19350.0,18334.0,19212.25,12466.04861,2020-12-02 01:00:00
1168,19213.88,19615.93,18888.58,19440.0,10621.924634,2020-12-03 01:00:00
1169,19438.96,19540.0,18560.73,18656.86,10801.355357,2020-12-04 01:00:00
1170,18656.86,19196.1,18503.95,19158.17,6385.244051,2020-12-05 01:00:00
1171,19158.18,19432.24,18868.43,19370.88,6153.041782,2020-12-06 01:00:00
1172,19370.12,19433.11,18908.69,19174.1,6537.67034,2020-12-07 01:00:00
1173,19174.1,19300.0,18188.58,18317.05,10604.386423,2020-12-08 01:00:00
1174,18316.21,18645.5,17633.52,18547.52,15606.161893,2020-12-09 01:00:00
1175,18547.52,18558.92,17899.55,18253.12,10391.677166,2020-12-10 01:00:00
1176,18253.12,18293.1,17564.08,18032.84,13198.038455,2020-12-11 01:00:00
1177,18032.84,18950.0,18021.65,18814.25,7059.862267,2020-12-12 01:00:00
1178,18815.29,19417.61,18721.83,19167.62,9349.438111,2020-12-13 01:00:00
1179,19168.63,19350.0,18996.75,19269.93,8488.862248,2020-12-14 01:00:00
1180,19270.02,19564.0,19040.94,19430.07,10242.812573,2020-12-15 01:00:00
1181,19430.07,21576.14,19285.71,21353.92,19266.584172,2020-12-16 01:00:00
1182,21352.92,23806.78,21249.03,22821.54,32452.255106,2020-12-17 01:00:00
1183,22817.49,23283.5,22355.66,23126.14,13253.801042,2020-12-18 01:00:00
1184,23126.14,24175.17,22763.15,23851.58,14059.411488,2020-12-19 01:00:00
1185,23851.15,24298.91,23099.32,23481.66,12621.630297,2020-12-20 01:00:00
1186,23477.66,24122.9,21874.96,22728.0,14964.746162,2020-12-21 01:00:00
1187,22728.01,23836.73,22364.81,23809.99,13866.141732,2020-12-22 01:00:00
1188,23812.36,24089.0,22611.0,23220.09,15844.388178,2020-12-23 01:00:00
1189,23220.25,23790.5,22704.01,23718.94,10632.113695,2020-12-24 01:00:00
1190,23721.65,24790.01,23420.71,24699.77,11695.877429,2020-12-25 01:00:00
1191,24700.73,26841.18,24485.29,26473.31,13307.014571,2020-12-26 01:00:00
1192,26473.63,28395.62,25747.82,26254.23,20110.288605,2020-12-27 01:00:00
1193,26254.23,27467.78,26072.21,27040.75,12108.911583,2020-12-28 01:00:00
1194,27037.08,27383.35,25826.17,27356.29,13161.288078,2020-12-29 01:00:00
1195,27356.38,29000.0,27313.91,28890.0,17802.837099,2020-12-30 01:00:00
1196,28888.56,29315.42,27910.0,28969.01,17091.981683,2020-12-31 01:00:00
1197,28961.73,29678.0,28686.69,29406.54,11050.689495,2021-01-01 01:00:00
1198,29408.99,33333.33,29023.16,32215.48,25994.098945,2021-01-02 01:00:00
1199,32203.42,34786.0,32000.0,33071.12,24687.257861,2021-01-03 01:00:00
1200,33071.12,33651.2,28089.05,32015.4,28654.793274,2021-01-04 01:00:00
1201,32016.21,34498.0,29907.84,34048.81,24612.321095,2021-01-05 01:00:00
1202,34048.8,37002.2,33387.97,36851.55,25492.326064,2021-01-06 01:00:00
1203,36844.23,40404.26,36350.0,39488.0,25543.253481,2021-01-07 01:00:00
1204,39487.99,42000.18,36588.03,40610.16,31055.1669,2021-01-08 01:00:00
1205,40603.72,41430.0,38764.34,40239.25,15159.818761,2021-01-09 01:00:00
1206,40239.25,41460.0,35080.12,38162.04,22678.561742,2021-01-10 01:00:00
1207,38160.0,38268.52,30330.55,35427.77,55192.805745,2021-01-11 01:00:00
1208,35412.07,36650.0,32507.09,34029.14,29041.848731,2021-01-12 01:00:00
1209,34028.38,37800.0,32350.0,37383.06,28162.234627,2021-01-13 01:00:00
1210,37374.52,40110.0,36700.0,39113.72,23519.921702,2021-01-14 01:00:00
1211,39113.71,39692.96,34353.19,36734.62,28136.815324,2021-01-15 01:00:00
1212,36734.6,37950.0,35372.83,36003.52,19946.175854,2021-01-16 01:00:00
1213,36003.52,36845.81,33840.0,35833.58,16364.179013,2021-01-17 01:00:00
1214,35820.41,37455.23,34770.0,36632.24,15153.280937,2021-01-18 01:00:00
1215,36634.06,37889.0,35866.84,35902.6,17543.277233,2021-01-19 01:00:00
1216,35901.17,36415.05,33410.0,35489.56,23863.422479,2021-01-20 01:00:00
1217,35489.56,35612.24,30048.06,30837.51,34634.266938,2021-01-21 01:00:00
1218,30837.51,33860.0,28800.19,32980.82,30817.552692,2021-01-22 01:00:00
1219,32980.82,33480.89,31422.01,32100.29,16540.822015,2021-01-23 01:00:00
1220,32100.29,33102.0,30945.08,32290.8,15019.502281,2021-01-24 01:00:00
1221,32290.81,34886.41,31917.12,32253.49,21644.82679,2021-01-25 01:00:00
1222,32254.23,32933.79,30829.73,32495.0,22053.97,2021-01-26 01:00:00
1223,32494.54,32572.86,29253.52,30410.09,26997.673451,2021-01-27 01:00:00
1224,30411.89,33840.0,29900.0,33443.5,20477.253351,2021-01-28 01:00:00
1225,33447.34,38650.0,31972.44,34261.2,52280.937759,2021-01-29 01:00:00
1226,34261.2,34948.88,32848.16,34299.6,19192.800679,2021-01-30 01:00:00
1227,34300.41,34376.61,32193.77,33111.96,14021.547874,2021-01-31 01:00:00
1228,33127.48,34719.17,32323.23,33528.41,17029.55139,2021-02-01 01:00:00
1229,33524.75,36023.87,33425.92,35511.95,16950.850402,2021-02-02 01:00:00
1230,35507.2,37710.0,35404.84,37675.81,17848.196074,2021-02-03 01:00:00
1231,37667.42,38770.9,36183.67,36977.41,21330.935019,2021-02-04 01:00:00
1232,36977.4,38370.0,36602.56,38331.68,15116.496443,2021-02-05 01:00:00
1233,38331.69,40999.0,38254.05,39258.22,20982.588921,2021-02-06 01:00:00
1234,39256.59,39742.17,37356.76,38870.21,20141.067324,2021-02-07 01:00:00
1235,38866.71,46833.31,38020.4,46426.88,30325.195725,2021-02-08 01:00:00
1236,46425.25,48222.0,45000.0,46480.92,26910.411658,2021-02-09 01:00:00
1237,46480.92,47376.73,43733.8,44846.51,19260.412692,2021-02-10 01:00:00
1238,44844.14,48714.07,44014.3,48003.02,19294.650341,2021-02-11 01:00:00
1239,48004.02,49000.0,46243.5,47393.0,16911.260489,2021-02-12 01:00:00
1240,47390.98,48202.0,46251.0,47205.88,12603.942408,2021-02-13 01:00:00
1241,47205.87,49737.39,47081.81,48631.27,13151.685714,2021-02-14 01:00:00
1242,48632.49,49048.38,45766.79,47915.01,17832.367688,2021-02-15 01:00:00
1243,47915.0,50689.37,47050.0,49145.04,19111.15623,2021-02-16 01:00:00
1244,49144.24,52648.89,48947.8,52139.34,16618.026044,2021-02-17 01:00:00
1245,52132.44,52543.5,50874.79,51555.69,14236.401357,2021-02-18 01:00:00
1246,51550.92,56386.8,50733.0,55922.05,17164.695659,2021-02-19 01:00:00
1247,55916.46,57600.0,53946.06,55885.1,17954.104527,2021-02-20 01:00:00
1248,55885.1,58362.91,55516.17,57465.09,12896.587587,2021-02-21 01:00:00
1249,57463.22,57547.57,47689.55,54107.06,31886.732513,2021-02-22 01:00:00
1250,54105.03,54184.35,44900.0,48888.16,45041.151011,2021-02-23 01:00:00
1251,48888.17,51388.88,47000.0,49695.47,20862.665218,2021-02-24 01:00:00
1252,49694.62,52050.0,46690.0,47079.75,19683.294845,2021-02-25 01:00:00
1253,47079.75,48444.0,44116.43,46302.75,26609.175548,2021-02-26 01:00:00
1254,46302.75,48374.56,45017.05,46148.23,15037.50423,2021-02-27 01:00:00
1255,46148.23,46667.18,43007.42,45226.61,20289.24517,2021-02-28 01:00:00
1256,45217.4,49830.73,45040.89,49638.48,18396.163165,2021-03-01 01:00:00
1257,49638.48,50251.37,47052.63,48487.26,15056.552993,2021-03-02 01:00:00
1258,48478.31,52669.69,48139.76,50371.33,16997.485112,2021-03-03 01:00:00
1259,50373.88,51796.4,47487.32,48365.49,18402.423954,2021-03-04 01:00:00
1260,48353.42,49471.45,46297.15,48761.85,17349.369539,2021-03-05 01:00:00
1261,48755.76,49199.0,47063.48,48897.46,9074.373038,2021-03-06 01:00:00
1262,48898.13,51467.0,48898.13,50989.04,12504.969856,2021-03-07 01:00:00
1263,50972.4,52408.17,49315.41,52394.72,15904.961292,2021-03-08 01:00:00
1264,52394.49,54904.89,51840.0,54887.19,16591.537867,2021-03-09 01:00:00
1265,54886.56,57408.48,53002.75,55855.5,20278.836778,2021-03-10 01:00:00
1266,55855.5,58171.16,54268.85,57797.82,17260.568725,2021-03-11 01:00:00
1267,57798.69,58090.0,55010.0,57219.44,17235.231838,2021-03-12 01:00:00
1268,57219.0,61810.71,56079.88,61168.93,16960.42285,2021-03-13 01:00:00
1269,61170.96,61680.0,59001.0,59001.01,11712.720984,2021-03-14 01:00:00
1270,59001.01,60615.74,54614.52,55615.12,23675.549231,2021-03-15 01:00:00
1271,55619.49,56934.34,53261.07,56915.32,19650.476746,2021-03-16 01:00:00
1272,56910.24,58990.0,54134.0,58928.67,18386.571553,2021-03-17 01:00:00
1273,58928.66,60134.21,57001.55,57633.58,17724.168503,2021-03-18 01:00:00
1274,57633.58,59470.47,56263.89,58041.31,13619.424094,2021-03-19 01:00:00
1275,58041.3,59896.85,57832.84,58108.52,11146.951572,2021-03-20 01:00:00
1276,58108.51,58603.0,55397.76,57387.45,11036.48998,2021-03-21 01:00:00
1277,57377.48,58425.87,53692.13,54099.99,15959.557079,2021-03-22 01:00:00
1278,54099.99,55838.66,53000.0,54351.96,16161.699914,2021-03-23 01:00:00
1279,54346.08,57200.0,51689.0,52286.31,20735.28975,2021-03-24 01:00:00
1280,52286.31,53249.16,50403.28,51312.16,21827.426724,2021-03-25 01:00:00
1281,51312.16,55098.86,51249.18,55055.38,14412.703151,2021-03-26 01:00:00
1282,55055.37,56654.12,53966.17,55821.67,11970.966939,2021-03-27 01:00:00
1283,55821.67,56537.42,54700.0,55764.78,9638.708069,2021-03-28 01:00:00
1284,55764.78,58392.09,54900.0,57620.16,15516.273733,2021-03-29 02:00:00
1285,57623.05,59371.41,57028.35,58769.99,11765.077269,2021-03-30 02:00:00
1286,58769.99,59810.44,56888.0,58772.47,15484.229932,2021-03-31 02:00:00
1287,58769.05,59483.98,57930.0,58706.48,11861.864855,2021-04-01 02:00:00
1288,58701.22,60134.96,58443.9,58966.02,10794.665062,2021-04-02 02:00:00
1289,58966.01,59779.2,56862.88,57060.02,10999.872988,2021-04-03 02:00:00
1290,57062.87,58492.91,56440.11,58203.64,7725.859553,2021-04-04 02:00:00
1291,58203.65,59266.51,56799.0,59128.9,10839.046882,2021-04-05 02:00:00
1292,59128.89,59499.0,57400.0,57982.78,10848.928563,2021-04-06 02:00:00
1293,57982.78,58633.52,55417.39,55935.39,16752.903433,2021-04-07 02:00:00
1294,55934.61,58151.08,55671.51,58075.58,10204.845349,2021-04-08 02:00:00
1295,58075.58,58920.37,57628.56,58105.83,9144.261725,2021-04-09 02:00:00
1296,58105.83,61278.22,57870.0,59748.95,13538.453981,2021-04-10 02:00:00
1297,59748.94,60664.95,59130.87,59963.16,8182.893617,2021-04-11 02:00:00
1298,59963.89,61375.83,59364.24,59834.64,11803.247385,2021-04-12 02:00:00
1299,59834.64,63767.29,59770.55,63584.15,17274.569637,2021-04-13 02:00:00
1300,63584.15,64918.96,61275.54,62961.88,17844.820999,2021-04-14 02:00:00
1301,62961.88,63834.01,62036.21,63211.91,11944.035895,2021-04-15 02:00:00
1302,63211.93,63577.78,60051.01,61414.25,18261.440732,2021-04-16 02:00:00
1303,61414.25,62568.78,59659.03,60054.13,11193.249527,2021-04-17 02:00:00
1304,60054.13,60416.36,51680.0,56252.24,25601.505032,2021-04-18 02:00:00
1305,56249.73,57598.46,54277.77,55668.99,16617.612101,2021-04-19 02:00:00
1306,55668.98,57093.0,53400.0,56475.34,18330.713397,2021-04-20 02:00:00
1307,56472.52,56800.42,53651.22,53813.61,16616.973914,2021-04-21 02:00:00
1308,53809.38,55464.27,50500.0,51701.01,27750.267885,2021-04-22 02:00:00
1309,51701.0,52131.93,47500.0,51154.49,26733.486738,2021-04-23 02:00:00
1310,51156.01,51205.87,48714.57,50088.3,12374.175124,2021-04-24 02:00:00
1311,50095.9,50600.0,47011.0,49115.04,13015.568804,2021-04-25 02:00:00
1312,49115.05,54407.63,48811.16,54044.67,20386.819381,2021-04-26 02:00:00
1313,54044.67,55508.93,53286.52,55069.96,11894.628396,2021-04-27 02:00:00
1314,55065.48,56497.38,53888.0,54885.35,12836.169161,2021-04-28 02:00:00
1315,54885.35,55230.0,52357.77,53582.7,14368.622031,2021-04-29 02:00:00
1316,53582.69,57999.0,53070.0,57755.9,15187.98835,2021-04-30 02:00:00
1317,57759.48,58526.06,57065.72,57846.76,9135.509731,2021-05-01 02:00:00
1318,57853.41,57962.67,56071.42,56610.08,8839.982121,2021-05-02 02:00:00
1319,56610.08,59017.41,56505.0,57212.47,12975.114339,2021-05-03 02:00:00
1320,57212.46,57240.05,53100.0,53230.95,21592.331013,2021-05-04 02:00:00
1321,53227.2,57994.0,52937.6,57515.37,17884.623731,2021-05-05 02:00:00
1322,57515.37,58422.81,55300.0,56432.63,15976.450711,2021-05-06 02:00:00
1323,56432.63,58733.43,55295.09,57368.78,15503.119995,2021-05-07 02:00:00
1324,57368.77,59561.41,56970.0,58946.34,13942.18675,2021-05-08 02:00:00
1325,58949.3,59301.48,56272.2,58305.56,13943.562962,2021-05-09 02:00:00
1326,58305.56,59580.76,53500.0,55859.94,19970.479448,2021-05-10 02:00:00
1327,55869.88,56938.77,54490.42,56745.27,14202.416987,2021-05-11 02:00:00
1328,56751.29,58039.8,48650.0,49607.98,21494.859173,2021-05-12 02:00:00
1329,49607.98,51428.2,46200.0,49677.77,34162.207053,2021-05-13 02:00:00
1330,49677.85,51564.47,48879.27,49886.57,17190.2435,2021-05-14 02:00:00
1331,49890.53,50706.88,46578.94,46790.33,18615.478098,2021-05-15 02:00:00
1332,46787.21,49795.04,43864.78,46443.91,27272.043382,2021-05-16 02:00:00
1333,46444.84,46645.99,42111.0,43557.0,36781.379095,2021-05-17 02:00:00
1334,43557.0,45830.0,42266.49,42870.07,26558.725546,2021-05-18 02:00:00
1335,42870.07,43598.0,30004.24,36736.94,79479.72648,2021-05-19 02:00:00
1336,36736.94,42500.85,34953.21,40647.1,53005.043129,2021-05-20 02:00:00
1337,40607.36,42277.77,33506.2,37330.71,56334.337966,2021-05-21 02:00:00
1338,37326.36,38880.0,35251.81,37482.5,30719.241922,2021-05-22 02:00:00
1339,37489.77,38300.27,31130.74,34725.6,50039.498065,2021-05-23 02:00:00
1340,34731.64,39988.0,34421.59,38836.83,34201.16934,2021-05-24 02:00:00
1341,38843.13,39842.0,36473.95,38363.61,24464.210466,2021-05-25 02:00:00
1342,38363.61,40900.0,37843.0,39292.33,23360.631085,2021-05-26 02:00:00
1343,39287.51,40443.41,37185.1,38560.0,17713.856457,2021-05-27 02:00:00
1344,38561.41,38902.26,34700.0,35675.34,29927.177231,2021-05-28 02:00:00
1345,35675.35,37345.31,33655.7,34625.5,25264.965156,2021-05-29 02:00:00
1346,34626.64,36500.0,33407.32,35661.0,15366.057554,2021-05-30 02:00:00
1347,35661.01,37500.0,34183.9,37266.51,20691.320977,2021-05-31 02:00:00
1348,37266.5,37918.54,35683.88,36685.87,19265.087438,2021-06-01 02:00:00
1349,36685.87,38235.22,35909.54,37568.67,14636.826789,2021-06-02 02:00:00
1350,37568.66,39475.45,37168.01,39250.0,17391.70896,2021-06-03 02:00:00
1351,39249.99,39285.96,35578.23,36853.91,19950.226646,2021-06-04 02:00:00
1352,36848.29,37924.61,34823.78,35521.12,16838.298113,2021-06-05 02:00:00
1353,35521.12,36475.78,35230.0,35807.49,10837.528416,2021-06-06 02:00:00
1354,35810.93,36809.14,33313.77,33573.37,18293.178467,2021-06-07 02:00:00
1355,33570.0,34085.63,31050.01,33396.46,31935.940128,2021-06-08 02:00:00
